,Day,Site,Trial_Number,Arm,Var1,Var3
276,277,B,4,Control-II,2.6002978909826497,-0.289350670415677
277,278,B,4,Control-II,2.5988530128118796,-0.22415515162222305
278,279,B,4,Control-II,2.59702360222012,-0.14244417483264904
279,280,B,4,Control-II,2.5948102013012297,-0.0448226995309412
280,281,B,4,Control-II,2.59221346593365,0.0679865190345117
281,282,B,4,Control-II,2.58923416558613,0.19514828087792396
282,283,B,4,Control-II,2.58587318308964,0.335721124804587
283,284,B,4,Control-II,2.58213151437585,0.488664298660189
284,285,B,4,Control-II,2.57801026818194,0.652845464695607
285,286,B,4,Control-II,2.5735106657221003,0.8270490829994509
286,287,B,4,Control-II,2.56863404032566,1.00998541093027
287,288,B,4,Control-II,2.56338183704196,1.2003000519198799
288,289,B,4,Control-II,2.55775561221219,1.39658398295161
289,290,B,4,Control-II,2.55175703300819,1.59738398647381
290,291,B,4,Control-II,2.54538787693844,1.8012134095141297
291,292,B,4,Control-II,2.53865003132134,2.00656317033804
292,293,B,4,Control-II,2.53154549272595,2.21191293116195
293,294,B,4,Control-II,2.5240763663804,2.41574235420228
294,295,B,4,Control-II,2.51624486554802,2.6165423577244704
295,296,B,4,Control-II,2.50805331087152,2.8128262887562
296,297,B,4,Control-II,2.4995041296853397,3.00314092974581
297,298,B,4,Control-II,2.49059985529637,3.18607725767664
298,299,B,4,Control-II,2.4813431262332797,3.3602808759804703
299,300,B,4,Control-II,2.47173668546468,3.52446204201589
300,301,B,4,Control-II,2.46178337958628,3.6774052158714996
301,302,B,4,Control-II,2.4514861579774303,3.8179780597981696
302,303,B,4,Control-II,2.44084807192712,3.9451398216415696
303,304,B,4,Control-II,2.4298722737298397,4.0579490402070295
304,305,B,4,Control-II,2.4185620157514705,4.15557051550874
305,306,B,4,Control-II,2.40692064946554,4.23728149229832
306,307,B,4,Control-II,2.3949516244601297,4.30247701109177
307,308,B,4,Control-II,2.38265848741566,4.350674387077859
308,309,B,4,Control-II,2.37004488105394,4.38151678374756
309,310,B,4,Control-II,2.35711454305876,4.3947758547867295
310,311,B,4,Control-II,2.34387130496833,4.390353434672339
311,312,B,4,Control-II,2.3303190910399,4.36828226545566
312,313,B,4,Control-II,2.31646191708696,4.32872575435152
313,314,B,4,Control-II,2.30230388928919,4.27197676392856
314,315,B,4,Control-II,2.28784920297579,4.19845544385713
315,316,B,4,Control-II,2.27310214138228,4.10870612026819
316,317,B,4,Control-II,2.25806707438127,4.00339326575307
317,318,B,4,Control-II,2.2427484571875898,3.88329657984088
318,319,B,4,Control-II,2.2271508290381297,3.74930521637598
319,320,B,4,Control-II,2.21127881184673,3.60241120053401
320,321,B,4,Control-II,2.19513710883463,3.44370208421456
321,322,B,4,Control-II,2.1787305031368,3.2743528941874303
322,323,B,4,Control-II,2.1620638563845898,3.09561743260553
323,324,B,4,Control-II,2.1451421072651202,2.90881899429235
324,325,B,4,Control-II,2.12797027005788,2.7153405695301496
325,326,B,4,Control-II,2.1105534331488003,2.51661460488372
326,327,B,4,Control-II,2.09289675752257,2.31411239786723
327,328,B,4,Control-II,2.07500547523323,2.1093332039721
328,329,B,4,Control-II,2.05688488785385,1.90379313670402
329,330,B,4,Control-II,2.03854036490553,1.6990139428089
330,331,B,4,Control-II,2.0199773422663503,1.4965117357924
331,332,B,4,Control-II,2.00120132056053,1.29778577114597
332,333,B,4,Control-II,1.9822178635285201,1.10430734638377
333,334,B,4,Control-II,1.96303259637833,0.9175089080705919
334,335,B,4,Control-II,1.94365120411868,0.7387734464886869
335,336,B,4,Control-II,1.92407942987438,0.56942425646156
336,337,B,4,Control-II,1.90432307318452,0.41071514014210997
337,338,B,4,Control-II,1.8843879882839798,0.263821124300132
338,339,B,4,Control-II,1.86428008236864,0.12982976083523198
339,340,B,4,Control-II,1.8440053138449901,0.0097330749230399
340,341,B,4,Control-II,1.82356969056451,-0.0955797795920786
341,342,B,4,Control-II,1.8029792680434098,-0.18532910318101897
342,343,B,4,Control-II,1.7822401476682699,-0.258850423252454
343,344,B,4,Control-II,1.76135847488803,-0.31559941367542
344,345,B,4,Control-II,1.74034043739302,-0.355155924779553
345,346,B,4,Control-II,1.7191922632813301,-0.37722709399624293
346,347,B,4,Control-II,1.69792021921338,-0.381649514110632
347,348,B,4,Control-II,1.6765306085549199,-0.368390443071461
348,349,B,4,Control-II,1.6550297695091998,-0.337548046401764
349,350,B,4,Control-II,1.63342407323886,-0.289350670415677
350,351,B,4,Control-II,1.611719921978,-0.224155151622224
351,352,B,4,Control-II,1.58992374713505,-0.14244417483264904
352,353,B,4,Control-II,1.56804200738701,-0.0448226995309412
353,354,B,4,Control-II,1.5460811867656201,0.0679865190345113
354,355,B,4,Control-II,1.52404779273598,0.19514828087792396
355,356,B,4,Control-II,1.50194835426826,0.33572112480458605
356,357,B,4,Control-II,1.4797894199030301,0.488664298660189
357,358,B,4,Control-II,1.4575775558107702,0.652845464695607
358,359,B,4,Control-II,1.43531934384617,0.82704908299945
359,360,B,4,Control-II,1.4130213795978201,1.00998541093027
360,361,B,4,Control-II,1.3906902704337498,1.2003000519198799
361,362,B,4,Control-II,1.3683326335435502,1.39658398295161
362,363,B,4,Control-II,1.34595509397755,1.59738398647381
363,364,B,4,Control-II,1.32356428268367,1.8012134095141297
364,365,B,4,Control-II,1.30116683454253,2.00656317033804
365,366,B,4,Control-II,1.2787693864013898,2.21191293116195
366,367,B,4,Control-II,1.2563785751075098,2.41574235420228
367,368,B,4,Control-II,1.23400103554151,2.6165423577244704
368,369,B,4,Control-II,1.21164339865131,2.8128262887562
369,370,B,4,Control-II,1.18931228948724,3.00314092974581
370,371,B,4,Control-II,1.1670143252388898,3.18607725767664
371,372,B,4,Control-II,1.14475611327429,3.3602808759804796
372,373,B,4,Control-II,1.1225442491820299,3.5244620420159
373,374,B,4,Control-II,1.1003853148168001,3.6774052158714903
374,375,B,4,Control-II,1.07828587634908,3.8179780597981603
375,376,B,4,Control-II,1.05625248231944,3.9451398216415696
376,377,B,4,Control-II,1.03429166169805,4.0579490402070295
377,378,B,4,Control-II,1.01240992195001,4.15557051550874
378,379,B,4,Control-II,0.990613747107057,4.23728149229832
379,380,B,4,Control-II,0.968909595846195,4.30247701109177
380,381,B,4,Control-II,0.947303899575859,4.350674387077859
381,382,B,4,Control-II,0.925803060530139,4.38151678374756
382,383,B,4,Control-II,0.904413449871674,4.3947758547867295
383,384,B,4,Control-II,0.883141405803726,4.390353434672339
384,385,B,4,Control-II,0.86199323169204,4.36828226545566
385,386,B,4,Control-II,0.8409751941970229,4.32872575435152
386,387,B,4,Control-II,0.8200935214167879,4.27197676392856
387,388,B,4,Control-II,0.799354401041646,4.19845544385712
388,389,B,4,Control-II,0.778763978520548,4.10870612026818
389,390,B,4,Control-II,0.7583283552400659,4.00339326575308
390,391,B,4,Control-II,0.738053586716418,3.88329657984089
391,392,B,4,Control-II,0.717945680801077,3.74930521637598
392,393,B,4,Control-II,0.6980105959005349,3.60241120053401
393,394,B,4,Control-II,0.678254239210679,3.44370208421456
394,395,B,4,Control-II,0.6586824649663751,3.2743528941874303
395,396,B,4,Control-II,0.6393010727067261,3.0956174326055197
396,397,B,4,Control-II,0.620115805556541,2.9088189942923397
397,398,B,4,Control-II,0.601132348524529,2.7153405695301602
398,399,B,4,Control-II,0.5823563268187071,2.51661460488373
399,400,B,4,Control-II,0.563793304179524,2.31411239786723
400,401,B,4,Control-II,0.545448781231212,2.1093332039721
401,402,B,4,Control-II,0.527328193851827,1.90379313670402
402,403,B,4,Control-II,0.5094369115624839,1.6990139428089
403,404,B,4,Control-II,0.491780235936253,1.4965117357923898
404,405,B,4,Control-II,0.47436339902718105,1.29778577114596
405,406,B,4,Control-II,0.45719156181993204,1.10430734638378
406,407,B,4,Control-II,0.440269812700469,0.9175089080706
407,408,B,4,Control-II,0.423603165948257,0.738773446488688
408,409,B,4,Control-II,0.40719656025042494,0.569424256461561
409,410,B,4,Control-II,0.391054857238324,0.41071514014210997
410,411,B,4,Control-II,0.37518284004692504,0.263821124300133
411,412,B,4,Control-II,0.359585211897464,0.129829760835227
412,413,B,4,Control-II,0.34426659470378995,0.00973307492303565
413,414,B,4,Control-II,0.329231527702778,-0.0955797795920744
414,415,B,4,Control-II,0.314484466109265,-0.18532910318101503
415,416,B,4,Control-II,0.300029779795868,-0.258850423252451
416,417,B,4,Control-II,0.2858717519981,-0.315599413675419
417,418,B,4,Control-II,0.272014578045151,-0.355155924779553
418,419,B,4,Control-II,0.25846236411672896,-0.37722709399624293
419,420,B,4,Control-II,0.245219126026298,-0.381649514110632
420,421,B,4,Control-II,0.23228878803112,-0.36839044307146007
421,422,B,4,Control-II,0.2196751816694,-0.337548046401766
422,423,B,4,Control-II,0.20738204462492701,-0.28935067041568
423,424,B,4,Control-II,0.195413019619517,-0.224155151622227
424,425,B,4,Control-II,0.18377165333359,-0.14244417483264904
425,426,B,4,Control-II,0.17246139535521898,-0.0448226995309417
426,427,B,4,Control-II,0.16148559715793698,0.0679865190345108
427,428,B,4,Control-II,0.15084751110762698,0.195148280877923
428,429,B,4,Control-II,0.140550289498776,0.335721124804592
429,430,B,4,Control-II,0.130596983620377,0.48866429866018196
430,431,B,4,Control-II,0.120990542851774,0.652845464695599
431,432,B,4,Control-II,0.11173381378868799,0.827049082999442
432,433,B,4,Control-II,0.10282953939971902,1.00998541093027
433,434,B,4,Control-II,0.094280358213538,1.2003000519198799
434,435,B,4,Control-II,0.0860888035370363,1.39658398295161
435,436,B,4,Control-II,0.0782573027046536,1.59738398647381
436,437,B,4,Control-II,0.0707881763591032,1.8012134095141399
437,438,B,4,Control-II,0.063683637763719,2.00656317033803
438,439,B,4,Control-II,0.0569457921466153,2.21191293116194
439,440,B,4,Control-II,0.0505766360768625,2.41574235420227
440,441,B,4,Control-II,0.0445780568728624,2.6165423577244704
441,442,B,4,Control-II,0.0389518320430925,2.8128262887562
442,443,B,4,Control-II,0.0336996287593939,3.00314092974581
443,444,B,4,Control-II,0.0288230033629518,3.18607725767664
444,445,B,4,Control-II,0.0243234009031169,3.3602808759804796
445,446,B,4,Control-II,0.0202021547092075,3.52446204201589
446,447,B,4,Control-II,0.0164604859954148,3.6774052158714903
447,448,B,4,Control-II,0.0130995034989302,3.8179780597981603
448,449,B,4,Control-II,0.0101202031514039,3.9451398216415696
449,450,B,4,Control-II,0.00752346778382685,4.0579490402070295
450,451,B,4,Control-II,0.0053100668649310396,4.15557051550874
451,452,B,4,Control-II,0.00348065627317746,4.23728149229832
452,453,B,4,Control-II,0.00203577810240664,4.30247701109177
453,454,B,4,Control-II,0.000975860501203509,4.350674387077859
454,455,B,4,Control-II,0.00030121754602826297,4.38151678374756
455,456,B,4,Control-II,1.2049148148522198e-05,4.3947758547867295
456,457,B,4,Control-II,0.00010844099440121701,4.390353434672339
457,458,B,4,Control-II,0.000590364521802125,4.36828226545566
458,459,B,4,Control-II,0.0014576769260091099,4.32872575435152
459,460,B,4,Control-II,0.00271012120363897,4.27197676392856
460,461,B,4,Control-II,0.00434732622842201,4.19845544385712
461,462,B,4,Control-II,0.00636880686117567,4.10870612026819
462,463,B,4,Control-II,0.00877396409356165,4.00339326575308
463,464,B,4,Control-II,0.0115620852255839,3.88329657984089
464,465,B,4,Control-II,0.0147323440767789,3.74930521637598
465,466,B,4,Control-II,0.018283801231029,3.60241120053401
466,467,B,4,Control-II,0.0222154043149329,3.44370208421456
467,468,B,4,Control-II,0.0265259883096456,3.2743528941874303
468,469,B,4,Control-II,0.0312142758960993,3.0956174326055197
469,470,B,4,Control-II,0.0362788778335011,2.90881899429236
470,471,B,4,Control-II,0.0417182933709939,2.7153405695301602
471,472,B,4,Control-II,0.0475309106923612,2.51661460488373
472,473,B,4,Control-II,0.0537150073936444,2.31411239786723
473,474,B,4,Control-II,0.0602687509935278,2.1093332039721
474,475,B,4,Control-II,0.0671901994763401,1.90379313670402
475,476,B,4,Control-II,0.0744773018675195,1.6990139428089
476,477,B,4,Control-II,0.0821278988413595,1.4965117357923898
477,478,B,4,Control-II,0.09013972336086201,1.29778577114598
478,479,B,4,Control-II,0.0985104013495132,1.10430734638378
479,480,B,4,Control-II,0.107237452394771,0.9175089080706009
480,481,B,4,Control-II,0.11631829048306698,0.738773446488688
481,482,B,4,Control-II,0.125750224766092,0.569424256461561
482,483,B,4,Control-II,0.135530460358162,0.41071514014210997
483,484,B,4,Control-II,0.145656099164398,0.263821124300133
484,485,B,4,Control-II,0.15612414073948902,0.12982976083522801
485,486,B,4,Control-II,0.166931483176799,0.009733074923045409
486,487,B,4,Control-II,0.178074924027524,-0.0955797795920744
487,488,B,4,Control-II,0.18955116124964103,-0.18532910318101503
488,489,B,4,Control-II,0.20135679418638602,-0.258850423252451
489,490,B,4,Control-II,0.213488324573934,-0.315599413675419
490,491,B,4,Control-II,0.225942157578011,-0.355155924779553
491,492,B,4,Control-II,0.238714602859121,-0.37722709399624293
492,493,B,4,Control-II,0.25180187566607504,-0.381649514110632
493,494,B,4,Control-II,0.265200097957497,-0.36839044307146207
494,495,B,4,Control-II,0.278905299550961,-0.337548046401766
495,496,B,4,Control-II,0.292913419299453,-0.28935067041568
496,497,B,4,Control-II,0.30722030629477504,-0.224155151622227
497,498,B,4,Control-II,0.321821721097537,-0.14244417483264904
498,499,B,4,Control-II,0.336713336993412,-0.0448226995309421
499,500,B,4,Control-II,0.3518907412752221,0.0679865190345108
135,136,C,1,Control-II,0.584063700252723,-0.0423283363175133
136,137,C,1,Control-II,0.609082056783993,0.0574181233662342
137,138,C,1,Control-II,0.6345329526319871,0.16594221449759197
138,139,C,1,Control-II,0.6604088461469879,0.282440462675067
139,140,C,1,Control-II,0.686702069743301,0.40605035562829905
140,141,C,1,Control-II,0.7134048321713209,0.535856728957163
141,142,C,1,Control-II,0.740509220826247,0.670898541688781
142,143,C,1,Control-II,0.768007204092758,0.810175991488667
143,144,C,1,Control-II,0.7958906337249599,0.9526579168473901
144,145,C,1,Control-II,0.824151247260878,1.09728943143964
145,146,C,1,Control-II,0.852780670470807,1.24299973413348
146,147,C,1,Control-II,0.881770419838777,1.3887100368273202
147,148,C,1,Control-II,0.911111905076399,1.53334155141957
148,149,C,1,Control-II,0.9407964316683578,1.67582347677829
149,150,C,1,Control-II,0.970815203448779,1.81510092657818
150,151,C,1,Control-II,1.00115932520773,1.9501427393097999
151,152,C,1,Control-II,1.0318198053270402,2.07994911263866
152,153,C,1,Control-II,1.06278755844476,2.2035590055918903
153,154,C,1,Control-II,1.0940534081472901,2.32005725376937
154,155,C,1,Control-II,1.12560808968859,2.42858134490073
155,156,C,1,Control-II,1.15744225273553,2.52832780458447
156,157,C,1,Control-II,1.18954646413854,2.61855814493132
157,158,C,1,Control-II,1.2219112107269299,2.69860433207017
158,159,C,1,Control-II,1.2545269021278,2.76787373203713
159,160,C,1,Control-II,1.2873838736078702,2.82585349843009
160,161,C,1,Control-II,1.32047238893738,2.87211436934399
161,162,C,1,Control-II,1.3537826432751499,2.9063138454758595
162,163,C,1,Control-II,1.3873047660739,2.9281987258697497
163,164,C,1,Control-II,1.4210288240051898,2.9376069825280697
164,165,C,1,Control-II,1.4549448239028302,2.93446896001019
165,166,C,1,Control-II,1.4890427157240802,2.91880789113693
166,167,C,1,Control-II,1.5233123955277,2.89073972498291
167,168,C,1,Control-II,1.55774370846798,2.85047226843013
168,169,C,1,Control-II,1.5923264518037799,2.79830364763857
169,170,C,1,Control-II,1.62705037792191,2.73462010082438
170,171,C,1,Control-II,1.6619051973736598,2.65989311868726
171,172,C,1,Control-II,1.6968805819237802,2.57467595365828
172,173,C,1,Control-II,1.7319661676110198,2.47959952381245
173,174,C,1,Control-II,1.76715155781912,2.37536774177204
174,175,C,1,Control-II,1.8024263263576001,2.2627523031837797
175,176,C,1,Control-II,1.8377800205512398,2.1425869733543
176,177,C,1,Control-II,1.8732021643374699,2.0157614143435203
177,178,C,1,Control-II,1.90868226137061,1.88321459821798
178,179,C,1,Control-II,1.9442097981321897,1.7459278552302302
179,180,C,1,Control-II,1.97977424704631,1.60491760839295
180,181,C,1,Control-II,2.01536506959921,1.46122784823857
181,182,C,1,Control-II,2.05097171946207,1.3159224034786599
182,183,C,1,Control-II,2.0865836456160802,1.17007706478831
183,184,C,1,Control-II,2.1221902954789402,1.0247716200284
184,185,C,1,Control-II,2.15778111803184,0.881081859874025
185,186,C,1,Control-II,2.19334556694596,0.7400716130367421
186,187,C,1,Control-II,2.22887310370754,0.6027848700489971
187,188,C,1,Control-II,2.26435320074068,0.470238053923456
188,189,C,1,Control-II,2.29977534452691,0.34341249491266695
189,190,C,1,Control-II,2.33512903872055,0.223247165083187
190,191,C,1,Control-II,2.37040380725903,0.11063172649493
191,192,C,1,Control-II,2.4055891974671297,0.00639994445451631
192,193,C,1,Control-II,2.4406747831543703,-0.0886764853913121
193,194,C,1,Control-II,2.47565016770449,-0.17389365042029298
194,195,C,1,Control-II,2.5105049871562404,-0.24862063255741101
195,196,C,1,Control-II,2.54522891327437,-0.312304179371601
196,197,C,1,Control-II,2.57981165661017,-0.36447280016315997
197,198,C,1,Control-II,2.61424296955044,-0.40474025671594
198,199,C,1,Control-II,2.64851264935407,-0.43280842286996796
199,200,C,1,Control-II,2.68261054117532,-0.44846949174322903
200,201,C,1,Control-II,2.7165265410729598,-0.45160751426110995
201,202,C,1,Control-II,2.75025059900425,-0.442199257602785
202,203,C,1,Control-II,2.783772721803,-0.420314377208896
203,204,C,1,Control-II,2.8170829761407705,-0.38611490107703
204,205,C,1,Control-II,2.8501714914702796,-0.339854030163124
205,206,C,1,Control-II,2.88302846295035,-0.28187426377017105
206,207,C,1,Control-II,2.91564415435122,-0.212604863803212
207,208,C,1,Control-II,2.94800890093961,-0.132558676664366
208,209,C,1,Control-II,2.98011311234262,-0.0423283363175135
209,210,C,1,Control-II,3.0119472753895598,0.0574181233662337
210,211,C,1,Control-II,3.04350195693086,0.16594221449758897
211,212,C,1,Control-II,3.0747678066333903,0.282440462675064
212,213,C,1,Control-II,3.10573555975111,0.406050355628298
213,214,C,1,Control-II,3.13639603987043,0.5358567289571621
214,215,C,1,Control-II,3.1667401616293698,0.6708985416887779
215,216,C,1,Control-II,3.19675893340979,0.810175991488664
216,217,C,1,Control-II,3.22644346000175,0.9526579168473901
217,218,C,1,Control-II,3.2557849452393697,1.09728943143964
218,219,C,1,Control-II,3.28477469460734,1.24299973413347
219,220,C,1,Control-II,3.31340411781727,1.3887100368273202
220,221,C,1,Control-II,3.3416647313531898,1.53334155141957
221,222,C,1,Control-II,3.36954816098539,1.67582347677829
222,223,C,1,Control-II,3.3970461442518998,1.8151009265781701
223,224,C,1,Control-II,3.4241505329068302,1.95014273930979
224,225,C,1,Control-II,3.45085329533485,2.07994911263866
225,226,C,1,Control-II,3.47714651893116,2.2035590055918903
226,227,C,1,Control-II,3.5030224124461604,2.32005725376936
227,228,C,1,Control-II,3.5284733082941604,2.4285813449007203
228,229,C,1,Control-II,3.55349166482543,2.52832780458447
229,230,C,1,Control-II,3.5780700685610003,2.61855814493132
230,231,C,1,Control-II,3.6022012363893903,2.69860433207017
231,232,C,1,Control-II,3.62587801772478,2.76787373203713
232,233,C,1,Control-II,3.64909339662588,2.82585349843008
233,234,C,1,Control-II,3.6718404938748996,2.87211436934399
234,235,C,1,Control-II,3.6941125690159797,2.9063138454758595
235,236,C,1,Control-II,3.7159030223526,2.9281987258697497
236,237,C,1,Control-II,3.73720539690316,2.9376069825280697
237,238,C,1,Control-II,3.75801338031433,2.93446896001019
238,239,C,1,Control-II,3.77832080673156,2.91880789113693
239,240,C,1,Control-II,3.7981216586261297,2.89073972498291
240,241,C,1,Control-II,3.8174100685782797,2.85047226843013
241,242,C,1,Control-II,3.8361803210158802,2.79830364763857
242,243,C,1,Control-II,3.8544268539080204,2.73462010082438
243,244,C,1,Control-II,3.87214426041322,2.65989311868726
244,245,C,1,Control-II,3.88932729048155,2.57467595365828
245,246,C,1,Control-II,3.9059708524103702,2.47959952381245
246,247,C,1,Control-II,3.92207001435309,2.37536774177205
247,248,C,1,Control-II,3.93762000578056,2.2627523031837797
248,249,C,1,Control-II,3.9526162188947405,2.1425869733543
249,250,C,1,Control-II,3.96705420999403,2.0157614143435203
250,251,C,1,Control-II,3.9809297007900697,1.88321459821798
251,252,C,1,Control-II,3.9942385796754905,1.7459278552302302
252,253,C,1,Control-II,4.00697690294223,1.60491760839295
253,254,C,1,Control-II,4.0191408959501995,1.46122784823857
254,255,C,1,Control-II,4.03072695424575,1.3159224034786599
255,256,C,1,Control-II,4.04173164462976,1.17007706478832
256,257,C,1,Control-II,4.05215170617498,1.0247716200284
257,258,C,1,Control-II,4.06198405119227,0.8810818598740259
258,259,C,1,Control-II,4.071225766145609,0.7400716130367478
259,260,C,1,Control-II,4.0798741125154105,0.6027848700489971
260,261,C,1,Control-II,4.08792652760999,0.470238053923456
261,262,C,1,Control-II,4.09538062532498,0.34341249491266695
262,263,C,1,Control-II,4.1022341968503495,0.223247165083193
263,264,C,1,Control-II,4.10848521132494,0.11063172649493
264,265,C,1,Control-II,4.11413181643825,0.00639994445451656
265,266,C,1,Control-II,4.1191723389793395,-0.0886764853913119
266,267,C,1,Control-II,4.12360528533258,-0.173893650420289
267,268,C,1,Control-II,4.127429341920299,-0.24862063255741101
268,269,C,1,Control-II,4.13064337559201,-0.312304179371601
269,270,C,1,Control-II,4.13324643396016,-0.36447280016315897
270,271,C,1,Control-II,4.13523774568237,-0.404740256715938
271,272,C,1,Control-II,4.13661672069002,-0.43280842286996796
272,273,C,1,Control-II,4.13738295036304,-0.44846949174322903
273,274,C,1,Control-II,4.13753620765105,-0.45160751426110995
274,275,C,1,Control-II,4.1370764471406005,-0.442199257602786
275,276,C,1,Control-II,4.13600380506865,-0.420314377208896
276,277,C,1,Control-II,4.13431859928221,-0.38611490107703
277,278,C,1,Control-II,4.13202132914411,-0.339854030163124
278,279,C,1,Control-II,4.12911267538508,-0.281874263770174
279,280,C,1,Control-II,4.125593499902,-0.212604863803212
280,281,C,1,Control-II,4.121464845502509,-0.132558676664366
281,282,C,1,Control-II,4.11672793559601,-0.0423283363175138
282,283,C,1,Control-II,4.11138417383115,0.0574181233662292
283,284,C,1,Control-II,4.105435143679871,0.16594221449758897
284,285,C,1,Control-II,4.09888260796818,0.282440462675064
285,286,C,1,Control-II,4.09172850835383,0.406050355628298
286,287,C,1,Control-II,4.08397496475093,0.5358567289571571
287,288,C,1,Control-II,4.075624274701799,0.6708985416887769
288,289,C,1,Control-II,4.06667891269612,0.810175991488664
289,290,C,1,Control-II,4.0571415294377,0.9526579168473891
290,291,C,1,Control-II,4.04701495105903,1.09728943143963
291,292,C,1,Control-II,4.03630217828385,1.24299973413347
292,293,C,1,Control-II,4.02500638553792,1.3887100368273202
293,294,C,1,Control-II,4.01313092000842,1.53334155141957
294,295,C,1,Control-II,4.00067930065208,1.67582347677829
295,296,C,1,Control-II,3.9876552171524398,1.8151009265781701
296,297,C,1,Control-II,3.97406252882652,1.95014273930979
297,298,C,1,Control-II,3.9599052634812404,2.07994911263866
298,299,C,1,Control-II,3.9451876162198403,2.2035590055918903
299,300,C,1,Control-II,3.92991394819886,2.32005725376936
300,301,C,1,Control-II,3.9140887853357498,2.4285813449007203
301,302,C,1,Control-II,3.8977168169677996,2.52832780458447
302,303,C,1,Control-II,3.88080289446258,2.61855814493132
303,304,C,1,Control-II,3.86335202978037,2.69860433207017
304,305,C,1,Control-II,3.84536939398898,2.76787373203713
305,306,C,1,Control-II,3.82686031573149,2.82585349843008
306,307,C,1,Control-II,3.8078302796472596,2.87211436934399
307,308,C,1,Control-II,3.78828492474668,2.9063138454758595
308,309,C,1,Control-II,3.76823004274023,2.9281987258697497
309,310,C,1,Control-II,3.74767157632227,2.9376069825280697
310,311,C,1,Control-II,3.7266156174100797,2.93446896001019
311,312,C,1,Control-II,3.70506840533871,2.91880789113693
312,313,C,1,Control-II,3.68303632501213,2.89073972498291
313,314,C,1,Control-II,3.66052590501123,2.85047226843013
314,315,C,1,Control-II,3.6375438156592796,2.79830364763857
315,316,C,1,Control-II,3.6140968670453297,2.73462010082438
316,317,C,1,Control-II,3.5901920070063,2.65989311868726
317,318,C,1,Control-II,3.56583631906811,2.57467595365828
318,319,C,1,Control-II,3.54103702034675,2.47959952381246
319,320,C,1,Control-II,3.5158014594096403,2.37536774177205
320,321,C,1,Control-II,3.4901371140981094,2.2627523031837797
321,322,C,1,Control-II,3.46405158931156,2.1425869733543
322,323,C,1,Control-II,3.43755261475396,2.0157614143435203
323,324,C,1,Control-II,3.41064804264336,1.88321459821798
324,325,C,1,Control-II,3.38334584538513,1.7459278552302302
325,326,C,1,Control-II,3.3556541132095403,1.60491760839295
326,327,C,1,Control-II,3.3275810517744797,1.4612278482385803
327,328,C,1,Control-II,3.29913497973391,1.3159224034786599
328,329,C,1,Control-II,3.27032432627289,1.17007706478832
329,330,C,1,Control-II,3.2411576286098396,1.0247716200284
330,331,C,1,Control-II,3.2116435294667296,0.881081859874032
331,332,C,1,Control-II,3.1817907745081198,0.7400716130367478
332,333,C,1,Control-II,3.1516082097495604,0.602784870048998
333,334,C,1,Control-II,3.1211047789363997,0.470238053923457
334,335,C,1,Control-II,3.0902895208934904,0.343412494912673
335,336,C,1,Control-II,3.05917156684685,0.223247165083193
336,337,C,1,Control-II,3.02776013771784,0.11063172649493
337,338,C,1,Control-II,2.9960645413908193,0.00639994445451681
338,339,C,1,Control-II,2.9640941699550294,-0.0886764853913078
339,340,C,1,Control-II,2.9318584969215093,-0.173893650420289
340,341,C,1,Control-II,2.89936707441588,-0.24862063255741101
341,342,C,1,Control-II,2.86662953034785,-0.312304179371601
342,343,C,1,Control-II,2.8336555655582596,-0.36447280016315897
343,344,C,1,Control-II,2.8004549509445202,-0.404740256715938
344,345,C,1,Control-II,2.76703752456525,-0.43280842286996796
345,346,C,1,Control-II,2.7334131887251196,-0.44846949174322903
346,347,C,1,Control-II,2.6995919070404906,-0.45160751426110995
347,348,C,1,Control-II,2.6655837014870603,-0.442199257602786
348,349,C,1,Control-II,2.63139864943008,-0.420314377208896
349,350,C,1,Control-II,2.59704688063826,-0.38611490107703
350,351,C,1,Control-II,2.56253857428206,-0.339854030163124
351,352,C,1,Control-II,2.5278839559174,-0.281874263770174
352,353,C,1,Control-II,2.49309329445562,-0.21260486380321303
353,354,C,1,Control-II,2.45817689912054,-0.132558676664366
354,355,C,1,Control-II,2.4231451163936697,-0.0423283363175143
355,356,C,1,Control-II,2.38800832694827,0.057418123366229
356,357,C,1,Control-II,2.35277694257337,0.16594221449758897
357,358,C,1,Control-II,2.31746140308851,0.28244046267506295
358,359,C,1,Control-II,2.28207217325023,0.40605035562829705
359,360,C,1,Control-II,2.24661973965107,0.535856728957156
360,361,C,1,Control-II,2.2111146076122496,0.6708985416887769
361,362,C,1,Control-II,2.1755672980706398,0.8101759914886629
362,363,C,1,Control-II,2.1399883444612398,0.9526579168473891
363,364,C,1,Control-II,2.1043882895958603,1.09728943143963
364,365,C,1,Control-II,2.0687776825390802,1.24299973413347
365,366,C,1,Control-II,2.03316707548229,1.3887100368273202
366,367,C,1,Control-II,1.9975670206169098,1.53334155141957
367,368,C,1,Control-II,1.9619880670075198,1.67582347677828
368,369,C,1,Control-II,1.92644075746591,1.8151009265781701
369,370,C,1,Control-II,1.8909356254270802,1.95014273930979
370,371,C,1,Control-II,1.85548319182793,2.07994911263866
371,372,C,1,Control-II,1.82009396198964,2.2035590055918903
372,373,C,1,Control-II,1.78477842250479,2.32005725376937
373,374,C,1,Control-II,1.7495470381298899,2.4285813449007203
374,375,C,1,Control-II,1.71441024868449,2.52832780458447
375,376,C,1,Control-II,1.67937846595762,2.61855814493132
